case_id,activity,timestamp
23,f,2023-12-15 20:15:29
23,c,2023-12-15 20:15:30
23,e,2023-12-15 20:15:31
23,g,2023-12-15 20:15:32
23,i,2023-12-15 20:15:33
24,j,2023-12-15 20:15:34
24,b,2023-12-15 20:15:35
24,d,2023-12-15 20:15:36
24,h,2023-12-15 20:15:37
24,k,2023-12-15 20:15:38
24,j,2023-12-15 20:15:39
24,d,2023-12-15 20:15:40
24,b,2023-12-15 20:15:41
24,h,2023-12-15 20:15:42
24,k,2023-12-15 20:15:43
25,a,2023-12-15 20:15:44
25,f,2023-12-15 20:15:45
25,c,2023-12-15 20:15:46
25,e,2023-12-15 20:15:47
25,g,2023-12-15 20:15:48
25,i,2023-12-15 20:15:49
26,j,2023-12-15 20:15:50
26,b,2023-12-15 20:15:51
26,d,2023-12-15 20:15:52
26,h,2023-12-15 20:15:53
26,k,2023-12-15 20:15:54
26,j,2023-12-15 20:15:55
26,d,2023-12-15 20:15:56
26,b,2023-12-15 20:15:57
26,h,2023-12-15 20:15:58
26,k,2023-12-15 20:15:59
27,a,2023-12-15 20:16:00
27,f,2023-12-15 20:16:01
27,c,2023-12-15 20:16:02
27,e,2023-12-15 20:16:03
27,g,2023-12-15 20:16:04
27,i,2023-12-15 20:16:05
28,j,2023-12-15 20:16:06
28,d,2023-12-15 20:16:07
28,b,2023-12-15 20:16:08
28,h,2023-12-15 20:16:09
28,k,2023-12-15 20:16:10
29,a,2023-12-15 20:16:11
29,f,2023-12-15 20:16:12
29,c,2023-12-15 20:16:13
29,e,2023-12-15 20:16:14
29,g,2023-12-15 20:16:15
29,i,2023-12-15 20:16:16
30,j,2023-12-15 20:16:17
30,d,2023-12-15 20:16:18
30,h,2023-12-15 20:16:19
30,b,2023-12-15 20:16:20
30,k,2023-12-15 20:16:21
30,j,2023-12-15 20:16:22
30,b,2023-12-15 20:16:23
30,d,2023-12-15 20:16:24
30,h,2023-12-15 20:16:25
30,k,2023-12-15 20:16:26
30,j,2023-12-15 20:16:27
30,d,2023-12-15 20:16:28
30,b,2023-12-15 20:16:29
30,h,2023-12-15 20:16:30
30,k,2023-12-15 20:16:31
31,a,2023-12-15 20:16:32
31,f,2023-12-15 20:16:33
31,c,2023-12-15 20:16:34
31,e,2023-12-15 20:16:35
31,g,2023-12-15 20:16:36
31,i,2023-12-15 20:16:37
32,j,2023-12-15 20:16:38
32,d,2023-12-15 20:16:39
32,b,2023-12-15 20:16:40
32,h,2023-12-15 20:16:41
32,k,2023-12-15 20:16:42
33,a,2023-12-15 20:16:43
33,f,2023-12-15 20:16:44
33,c,2023-12-15 20:16:45
33,e,2023-12-15 20:16:46
33,g,2023-12-15 20:16:47
33,i,2023-12-15 20:16:48
34,j,2023-12-15 20:16:49
34,d,2023-12-15 20:16:50
34,b,2023-12-15 20:16:51
34,h,2023-12-15 20:16:52
34,k,2023-12-15 20:16:53
34,j,2023-12-15 20:16:54
34,b,2023-12-15 20:16:55
34,d,2023-12-15 20:16:56
34,h,2023-12-15 20:16:57
34,k,2023-12-15 20:16:58
34,j,2023-12-15 20:16:59
34,d,2023-12-15 20:17:00
34,b,2023-12-15 20:17:01
34,h,2023-12-15 20:17:02
34,k,2023-12-15 20:17:03
35,a,2023-12-15 20:17:04
35,f,2023-12-15 20:17:05
35,c,2023-12-15 20:17:06
35,e,2023-12-15 20:17:07
35,g,2023-12-15 20:17:08
35,i,2023-12-15 20:17:09
36,j,2023-12-15 20:17:10
36,b,2023-12-15 20:17:11
36,d,2023-12-15 20:17:12
36,h,2023-12-15 20:17:13
36,k,2023-12-15 20:17:14
37,a,2023-12-15 20:17:15
37,f,2023-12-15 20:17:16
37,c,2023-12-15 20:17:17
37,e,2023-12-15 20:17:18
37,g,2023-12-15 20:17:19
37,i,2023-12-15 20:17:20
38,j,2023-12-15 20:17:21
38,d,2023-12-15 20:17:22
38,h,2023-12-15 20:17:23
38,b,2023-12-15 20:17:24
38,k,2023-12-15 20:17:25
39,a,2023-12-15 20:17:26
39,f,2023-12-15 20:17:27
39,c,2023-12-15 20:17:28
39,e,2023-12-15 20:17:29
39,g,2023-12-15 20:17:30
39,i,2023-12-15 20:17:31
40,j,2023-12-15 20:17:32
40,b,2023-12-15 20:17:33
40,d,2023-12-15 20:17:34
40,h,2023-12-15 20:17:35
40,k,2023-12-15 20:17:36
41,a,2023-12-15 20:17:37
41,f,2023-12-15 20:17:38
41,c,2023-12-15 20:17:39
41,e,2023-12-15 20:17:40
41,g,2023-12-15 20:17:41
41,i,2023-12-15 20:17:42
42,j,2023-12-15 20:17:43
42,d,2023-12-15 20:17:44
42,h,2023-12-15 20:17:45
42,b,2023-12-15 20:17:46
42,k,2023-12-15 20:17:47
43,a,2023-12-15 20:17:48
43,f,2023-12-15 20:17:49
43,c,2023-12-15 20:17:50
43,e,2023-12-15 20:17:51
43,g,2023-12-15 20:17:52
43,i,2023-12-15 20:17:53
44,j,2023-12-15 20:17:54
44,d,2023-12-15 20:17:55
44,b,2023-12-15 20:17:56
44,h,2023-12-15 20:17:57
44,k,2023-12-15 20:17:58
45,a,2023-12-15 20:17:59
45,f,2023-12-15 20:18:00
45,c,2023-12-15 20:18:01
45,e,2023-12-15 20:18:02
45,g,2023-12-15 20:18:03
45,i,2023-12-15 20:18:04
46,j,2023-12-15 20:18:05
46,d,2023-12-15 20:18:06
46,h,2023-12-15 20:18:07
46,b,2023-12-15 20:18:08
46,k,2023-12-15 20:18:09
47,a,2023-12-15 20:18:10
47,f,2023-12-15 20:18:11
47,c,2023-12-15 20:18:12
47,e,2023-12-15 20:18:13
47,g,2023-12-15 20:18:14
47,i,2023-12-15 20:18:15
48,j,2023-12-15 20:18:16
48,b,2023-12-15 20:18:17
48,d,2023-12-15 20:18:18
48,h,2023-12-15 20:18:19
48,k,2023-12-15 20:18:20
49,a,2023-12-15 20:18:21
49,f,2023-12-15 20:18:22
49,c,2023-12-15 20:18:23
49,e,2023-12-15 20:18:24
49,g,2023-12-15 20:18:25
49,i,2023-12-15 20:18:26
50,j,2023-12-15 20:18:27
50,b,2023-12-15 20:18:28
50,d,2023-12-15 20:18:29
50,h,2023-12-15 20:18:30
50,k,2023-12-15 20:18:31
51,a,2023-12-15 20:18:32
51,f,2023-12-15 20:18:33
51,c,2023-12-15 20:18:34
51,e,2023-12-15 20:18:35
51,g,2023-12-15 20:18:36
51,i,2023-12-15 20:18:37
52,j,2023-12-15 20:18:38
52,d,2023-12-15 20:18:39
52,h,2023-12-15 20:18:40
52,b,2023-12-15 20:18:41
52,k,2023-12-15 20:18:42
53,a,2023-12-15 20:18:43
53,f,2023-12-15 20:18:44
53,c,2023-12-15 20:18:45
53,e,2023-12-15 20:18:46
53,g,2023-12-15 20:18:47
53,i,2023-12-15 20:18:48
54,j,2023-12-15 20:18:49
54,b,2023-12-15 20:18:50
54,d,2023-12-15 20:18:51
54,h,2023-12-15 20:18:52
54,k,2023-12-15 20:18:53
55,a,2023-12-15 20:18:54
55,f,2023-12-15 20:18:55
55,c,2023-12-15 20:18:56
55,e,2023-12-15 20:18:57
55,g,2023-12-15 20:18:58
55,i,2023-12-15 20:18:59
